name,predators
Gobiomorphus breviceps,"['Galaxias vulgaris', 'Gobiomorphus breviceps']"
Gobiomorphus cotidianus,['Anguilla australis australis']
Gobionotothen acuta,"['Arctocephalus gazella', 'Pygoscelis papua', 'Diomedea melanophrys']"
Gobionotothen angustifrons,['Notothenia rossii']
Gobionotothen gibberifrons,"['Notothenia rossii', 'Arctocephalus gazella', 'Chaenocephalus aceratus', 'Pseudochaenichthys georgianus', 'Phalacrocorax atriceps']"
Gobionotothen marionensis,"['Lagenorhynchus obscurus', 'Arctocephalus gazella']"
Gobiosoma bosc,"['Morone saxatilis', 'Pomatomus saltator', 'Cynoscion regalis', 'Mnemiopsis leidyi', 'Anchoa mitchilli', 'Chrysaora quinquecirrha']"
Gobiosoma robustum,"['Synodus foetens', 'Sphyraena barracuda']"
Gobius auratus,"['Lepidorhombus whiffiagonis', 'Chelidonichthys lucernus']"
Gobius niger,"['Anguilla anguilla', 'Trisopterus minutus', 'Scorpaena porcus', 'Serranus cabrilla', 'Serranus hepatus', 'Zeus faber', 'Pagrus pagrus']"
Gobius paganellus,['Synodus saurus']
Gobius strictus,['Uranoscopus scaber']
Gonichthys barnesi,['Stenella longirostris']
Gonichthys cocco,"['Beryx splendens', 'Phycis phycis']"
Gonichthys venetus,['beryx splendens']
Gonorynchus gonorynchus,['Merluccius capensis']
Grahamichthys radiata,['Squalus acanthias']
Grammatonotus laysanus,['Squalus mitsukurii']
Gymnammodytes capensis,['Arctocephalus pusillus pusillus']
Gymnammodytes cicerelus,['Sarda sarda']
Gymnammodytes semisquamatus,['Lophius piscatorius']
Gymnapistes marmoratus,"['Platycephalus bassensis', 'Platycephalus laevigatus']"
Gymnocephalus cernua,"['Anguilla anguilla', 'Micropterus dolomieu', 'Pomoxis nigromaculatus', 'Esox lucius', 'Ameiurus melas', 'Lota lota', 'Perca flavescens', 'Perca fluviatilis', 'Sander lucioperca', 'Salmo trutta trutta']"
Gymnodraco acuticeps,"['Cygnodraco mawsoni', 'Gymnodraco acuticeps', 'Dissostichus mawsoni']"
Gymnogobius isaza,['Micropterus salmoides']
Gymnogobius urotaenia,['Micropterus salmoides']
Gymnoscopelus bolini,"['Lampris immaculatus', 'Arctocephalus gazella', 'Arctocephalus tropicalis']"
Gymnoscopelus braueri,['Paradiplospinus gracilis']
Gymnoscopelus fraseri,"['Arctocephalus gazella', 'Arctocephalus tropicalis', 'Thalassarche chrysostoma']"
Gymnoscopelus hintonoides,['Thalassarche chrysostoma']
Gymnoscopelus microlampas,"['Arctocephalus gazella', 'Arctocephalus tropicalis']"
Gymnoscopelus nicholsi,"['Gymnodraco acuticeps', 'Diomedea chrysostoma', 'Paradiplospinus gracilis', 'Lampris immaculatus', 'Salilota australis', 'Trematomus eulepidotus', 'Arctocephalus gazella', 'Arctocephalus tropicalis', 'Thalassarche chrysostoma', 'Aptenodytes patagonicus']"
Gymnoscopelus piabilis,"['Lepidorhynchus denticulatus', 'Macruronus novaezelandiae', 'Dissostichus eleginoides', 'Arctocephalus gazella', 'Arctocephalus tropicalis', 'Pterodroma incerta', 'Aptenodytes patagonicus']"
Gymnothorax gracilicauda,['Epinephelus merra']
Gymnothorax margaritophorus,['Epinephelus merra']
Gymnothorax miliaris,['Epinephelus striatus']
Gymnothorax moringa,"['Lutjanus apodus', 'Lutjanus jocu', 'Epinephelus striatus']"
Gymnotus arapaima,"['Pygocentrus nattereri', 'Hoplias malabaricus', 'Electrophorus electricus']"
Haemulon aurolineatum,"['Seriola dumerili', 'Aulostomus maculatus', 'Lutjanus analis', 'Lutjanus cyanopterus', 'Lutjanus jocu', 'Gymnothorax moringa', 'Ophichthus ophis', 'Epinephelus striatus', 'Carangoides ruber']"
Haemulon carbonarium,['Antennarius multiocellatus']
Haemulon chrysargyreum,['Carcharhinus perezii']
Haemulon flavolineatum,"['Aulostomus maculatus', 'Mycteroperca bonaci', 'Mycteroperca tigris', 'Mycteroperca venenosa', 'Epinephelus striatus']"
Haemulon plumierii,['Lutjanus jocu']
Haemulon vittatum,['Epinephelus guttatus']
Halargyreus johnsonii,['Aphanopus carbo']
Halicampus grayi,['Euthynnus affinis']
Halichoeres bivittatus,"['Epinephelus striatus', 'Carangoides ruber']"
Halichoeres garnoti,"['Lutjanus analis', 'Epinephelus striatus']"
Halichoeres maculipinna,"['Caranx bartholomaei', 'Carangoides ruber']"
Halichoeres melanurus,['Synodus englemani']
Halichoeres pictus,['Carangoides ruber']
Halichoeres poeyi,['Rypticus saponaceus']
Halichoeres trimaculatus,['Epinephelus merra']
Halieutichthys aculeatus,['Thunnus albacares']
Halosaurus ovenii,['Raja springeri']
Hapalogenys analis,['Triakis scyllium']
Haploblepharus edwardsii,"['Arctocephalus pusillus pusillus', 'Larus dominicanus']"
Haploblepharus fuscus,['Triakis megalopterus']
Haplotaxodon microlepis,"['Perissodus microlepis', 'Plecodus straeleni']"
Harengula clupeola,"['Caranx ruber', 'Scomberomorus regalis', 'Epinephelus striatus', 'Sphyraena barracuda']"
Harengula humeralis,"['Tylosurus crocodilus crocodilus', 'Scomberomorus cavalla', 'Epinephelus striatus']"
Harengula jaguana,"['Arius felis', 'Arius melanopus', 'Anous stolidus', 'Sterna fuscata']"
Harengula thrissina,"['Trachinotus rhodopus', 'Mycteroperca rosacea']"
Harpadon microchir,['Trichiurus lepturus']
Harpagifer antarcticus,['Phalacrocorax atriceps']
Harpagifer georgianus,['Pygoscelis papua']
Harpagifer spinosus,['Diomedea melanophrys']
Helcogramma obtusirostris,['Fistularia commersonii']
Helcogramma striata,['Fistularia commersonii']
Helcogrammoides cunninghami,['Phalacrocorax atriceps']
Helicolenus dactylopterus,"['Merluccius capensis', 'Merluccius paradoxus', 'Raja alba', 'Helicolenus dactylopterus', 'Chelidonichthys capensis', 'Trachurus mediterraneus', 'Lophius americanus', 'Merluccius capensis', 'Merluccius merluccius', 'Merluccius paradoxus', 'Arctocephalus pusillus pusillus', 'Phycis phycis', 'Raja clavata', 'Raja pullopunctata']"
Helicolenus lahillei,"['Polyprion americanus', 'Dipturus chilensis', 'Squatina guggenheim', 'Zenopsis conchifera']"
Helicolenus percoides,"['Cyttus traversi', 'Macruronus novaezelandiae', 'Helicolenus percoides']"
Hemanthias peruanus,['Merluccius gayi peruanus']
Hemerocoetes artus,"['Caelorinchus aspercephalus', 'Macruronus novaezelandiae', 'Paranotothenia microlepidota', 'Genypterus blacodes']"
Hemerocoetes morelandi,"['Caelorinchus aspercephalus', 'Paranotothenia microlepidota']"
Hemibagrus nemurus,['Wallago leerii']
Hemichromis bimaculatus,['Clarias anguillaris']
Hemiculter leucisculus,['Siniperca chuatsi']
Hemigymnus melapterus,['Plectropomus leopardus']
Hemilepidotus gilberti,"['Polypera simushirae', 'Bathyraja aleutica', 'Bathyraja maculata', 'Bathyraja parmifera']"
Hemilepidotus jordani,"['Gadus macrocephalus', 'Hippoglossus stenolepis', 'Sebastes nebulosus']"
Hemilepidotus spinosus,"['Oncorhynchus clarki clarki', 'Oncorhynchus mykiss', 'Oncorhynchus tshawytscha']"
Hemipristis elongata,['Carcharhinus tilstoni']
Hemiramphus balao,"['Anous stolidus', 'Sterna fuscata']"
Hemiramphus brasiliensis,"['Anous stolidus', 'Sterna fuscata', 'Scomberomorus regalis']"
Hemitripterus americanus,['Lophius americanus']
Hemitripterus bolini,"['Anoplopoma fimbria', 'Reinhardtius hippoglossoides']"
Hepsetus cuvieri,"['Hepsetus cuvieri', 'Hydrocynus forskalii']"
Herklotsichthys quadrimaculatus,['Sphyrna lewini']
Hesperoleucus symmetricus,['Ptychocheilus grandis']
Heterandria formosa,['Dolomedes triton']
Heterobranchus longifilis,['Bufo regularis']
Heteroclinus perspicillatus,"['Platycephalus laevigatus', 'Asymbolus vincenti', 'Gymnapistes marmorarus']"
Heteropriacanthus cruentatus,"['Thunnus albacares', 'Coryphaena hippurus', 'Anous stolidus', 'Sterna fuscata', 'Epinephelus striatus']"
Heterotis niloticus,['Ardea goliath']
Hexagrammos decagrammus,['Oncorhynchus mykiss']
Himantolophus appelii,['sperm whales']
Himantolophus groenlandicus,['Himantolophus paucifilosus']
Himantolophus sagamius,['sperm whales']
Hintonia candens,['Macruronus novaezelandiae']
Hiodon alosoides,"['Esox lucius', 'Stizostedion canadense', 'Stizostedion vitreum', 'cormorants', 'Stenodus leucichthys']"
Hippocampus erectus,"['Coryphaena hippurus', 'Isurus oxyrinchus', 'Pomatomus saltatrix', 'Thunnus thynnus', 'Thunnus albacares']"
Hippoglossina bollmani,['Merluccius gayi peruanus']
Hippoglossina oblonga,"['Lophius americanus', 'Thunnus thynnus']"
Hippoglossina stomata,['Zalophus californianus']
Hippoglossoides elassodon,"['Somniosus pacificus', 'Gadus macrocephalus', 'Theragra chalcogramma', 'Hippoglossus stenolepis', 'Reinhardtius stomias', 'Aequorea victoria']"
Hippoglossoides platessoides,"['Tursiops truncatus', 'Melanogrammus aeglefinus', 'Merlangius merlangus', 'Lophius americanus', 'Lophius piscatorius', 'Phoca groenlandica', 'Hippoglossus hippoglossus', 'Pomatomus saltatrix', 'Thunnus thynnus', 'Hippoglossoides platessoides']"
Hippoglossus hippoglossus,['Squalus acanthias']
Hippoglossus stenolepis,"['Somniosus pacificus', 'Gadus macrocephalus']"
Hirundichthys affinis,"['tunas', 'dolphinfish', 'sailfish', 'wahoo']"
Hirundichthys rondeletii,"['Coryphaena hippurus', 'Anous stolidus', 'Sterna fuscata', 'Thunnus thynnus thynnus']"
Histrio histrio,"['Anous stolidus', 'Sterna fuscata']"
Holacanthus tricolor,['Lutjanus jocu']
Holocentrus adscensionis,"['Coryphaena hippurus', 'Anous stolidus', 'Sterna fuscata', 'Lutjanus analis', 'Thunnus albacares', 'Antennarius multiocellatus']"
Holocentrus rufus,"['Aulostomus maculatus', 'Sterna fuscata', 'Lutjanus jocu', 'Epinephelus striatus']"
Holohalaelurus regani,"['Chelidonichthys capensis', 'Raja alba']"
Holtbyrnia ophiocephala,['Himantolophus groenlandicus']
Hoplias malabaricus,"['Serrasalmus rhombeus', 'Pseudoplatystoma tigrinum']"
Hoplichthys haswelli,['Cyttus traversi']
Hoplostethus atlanticus,"['Ruvettus pretiosus', 'Diastobranchus sp.', 'Merluccius merluccius']"
Hoplostethus cadenati,"['Merluccius capensis', 'Merluccius paradoxus']"
Hoplostethus mediterraneus,"['Cyttus traversi', 'Macruronus novaezelandiae']"
Hybognathus hankinsoni,"['Micropterus dolomieui', 'Semotilus atromaculatus']"
Hydrolagus colliei,"['Hippoglossus stenolepis', 'unidentified']"
Hygophum hygomii,['Beryx splendens']
Hygophum macrochir,['Himantolophus crinitus']
Hygophum proximum,"['Stenella attenuata', 'Stenella longirostris']"
Hygophum reinhardtii,"['Beryx decadactylus', 'Beryx splendens', 'Stenella attenuata', 'Epigonus elegans', 'Lepidopus caudatus']"
Hymenocephalus italicus,['Merluccius albidus']
Hymenocephalus lethonemus,"['Congriscus megastomus', 'Chlorophthalmus albatrossis', 'Diaphus coeruleus']"
Hymenocephalus striatissimus,['Chlorophthalmus albatrossis']
Hypanus americanus,['Epinephelus itajara']
Hypanus sabinus,['Carcharhinus leucas']
Hypanus say,['Carcharhinus leucas']
Hyperlophus vittatus,"['Arripis trutta', 'Arripis truttaceus', 'Thyrsites atun', 'Pseudophycis bachus', 'Platycephalus bassensis']"
Hyperoglyphe antarctica,"['Orcinus orca', 'unidentified', 'unidentified']"
Hyperoglyphe perciformis,['Xiphias gladius']
Hyperoplus lanceolatus,"['Loligo forbesi', 'Lophius piscatorius', 'Chelidonichthys gurnardus']"
Hypoatherina harringtonensis,"['Tarpon atlanticus', 'Sphyraena barracuda']"
Hypoatherina ovalaua,"['Saurida gracilis', 'Strongylura incisa']"
Hypoatherina temminckii,['Gnathodentex aureolineatus']
Hypomesus olidus,"['Megalocottus platycephalus', 'Platichthys stellatus']"
Hypomesus pretiosus,['Spring salmon']
Hypomesus transpacificus,['Morone saxatilis']
Hypoplectrus puella,['Epinephelus striatus']
Hyporhamphus australis,"['Pomatomus saltator', 'Argyrosomus hololepidotus', 'unidentified']"
Hyporhamphus capensis,"['Lichia amia', 'Ceryle rudis', 'Hydroprogne tschegrava']"
Hyporhamphus melanochir,"['Arripis georgianus', 'Arripis truttaceus', 'unidentified']"
Hyporhamphus unifasciatus,"['Acanthocybium solandri', 'Thunnus thynnus']"
Hypsagonus quadricornis,['Hippoglossus stenolepis']
Hypseleotris compressa,['Scleropages jardinii']
Hypsoblennius hentz,"['Lobotes surinamensis', 'Morone saxatilis']"
Hypsoblennius sordidus,['Pinguipes chilensis']
Hypsopsetta guttulata,['Leptocottus armatus']
Icelinus borealis,"['Gadus macrocephalus', 'Hippoglossus stenolepis', 'Sebastolobus alascanus']"
Icelus canaliculatus,"['Anoplopoma fimbria', 'Polypera simushirae', 'Bathyraja aleutica', 'Bathyraja matsubarai']"
Icelus perminovi,['Polypera simushirae']
Icelus spiniger,"['Polypera simushirae', 'Reinhardtius hippoglossoides']"
Ichthyococcus ovatus,"['Beryx splendens', 'Thunnus obesus']"
Ichthyomyzon castaneus,['Luxilus cornutus']
Ichthyomyzon fossor,"['Ambloplites rupestris', 'Oncorhynchus mykiss', 'Salmo trutta trutta']"
Ichthyomyzon greeleyi,['Necturus maculosus']
Icichthys lockingtoni,['Zalophus californianus']
Icosteus aenigmaticus,['sperm whales']
Ictalurus punctatus,"['Ichthyomyzon castaneus', 'Pylodictis olivaris', 'Dolomedes triton']"
Idiacanthus atlanticus,"['Dissostichus eleginoides', 'Allocyttus verrucosus']"
Ilisha africana,"['Pseudotolithus senegalensis', 'Pseudotolithus typus']"
Ilisha elongata,['Paralichthys olivaceus']
Iluocoetes fimbriatus,"['Cottoperca gobio', 'Salilota australis', 'Dipturus chilensis']"
Ilyophis brunneus,['Latimeria chalumnae']
Iso rhothophilus,['Platycephalus speculator']
Istigobius ornatus,['Synodus englemani']
Istiompax indica,"['Orcinus orca', 'jacks', 'dolphinfish', 'billfishes', 'mackerels', 'tunas', 'unidentified shark']"
Istiophorus albicans,"['Coryphaena hippurus', 'Anous stolidus', 'Sterna fuscata']"
Istiophorus platypterus,['Orcinus orca']
Jaydia lineata,"['Cynoglossus semilaevis', 'Paralichthys olivaceus', 'Lophius litulon', 'Larimichthys polyactis', 'Scomber japonicus', 'Harpadon nehereus']"
Jenkinsia lamprotaenia,"['Epinephelus striatus', 'Carangoides ruber']"
Jenkinsia majua,['Sterna fuscata']
Johnius belangerii,"['Paralichthys olivaceus', 'Hydroprogne tschegrava', 'Okamejei kenojei']"
Johnius dussumieri,['Carcharhinus limbatus']
Jordania zonope,['Artedius harringtoni']
Julidochromis marlieri,"['Plecodus straeleni', 'Lepidiolamprologus elongatus', 'Lepidiolamprologus profundicola', 'Neolamprologus savoryi']"
Kajikia audax,"['unidentified', 'toothed whales', 'Coryphaena hippurus', 'Thunnus albacares']"
Kali parri,"['Istiophorus albicans', 'Makaira nigricans', 'Tetrapturus albidus', 'Tetrapturus pfluegeri']"
Kaperangus microlepis,['Merluccius senegalensis']
Karalla daura,['Saurida tumbil']
Katsuwonus pelamis,"['Katsuwonus pelamis', 'Carcharhinus albimarginatus', 'whaler sharks', 'Coryphaena hippurus', 'billfishes', 'Makaira indica', 'Makaira nigricans', 'Isurus oxyrinchus', 'Anous stolidus', 'Sterna fuscata', 'Acanthocybium solandri', 'Thunnus albacares', 'Thunnus obesus', 'Makaira mazara']"
Kestratherina brevirostris,['Arripis truttaceus']
Knipowitschia caucasica,['Alosa macedonica']
Knipowitschia longecaudata,['Percarina maeotica']
Knipowitschia mermere,['Sander lucioperca']
Konosirus punctatus,"['Paralichthys olivaceus', 'Triakis scyllium']"
Krefftichthys anderssoni,"['Diomedea chrysostoma', 'Eudyptes chrysolophus', 'Arctocephalus gazella', 'Arctocephalus tropicalis', 'Thalassarche chrysostoma', 'Aptenodytes patagonicus']"
Labeo fimbriatus,['Channa punctata']
Labeo parvus,['Hepsetus odoe']
Labeo rohita,"['Channa marulius', 'Wallago attu', 'Channa striata', 'Chitala chitala', 'Silonia silondia']"
Labeo umbratus,['Argyrosomus hololepidotus']
Labeobarbus altianalis,['Bagrus docmak']
Labidesthes sicculus,"['Micropterus salmoides', 'Esox lucius', 'Esox masquinongy', 'Labidesthes sicculus']"
Lactophrys triqueter,"['Coryphaena hippurus', 'Rachycentron canadum']"
Lactoria cornuta,"['Thunnus albacares', 'Thunnus obesus']"
Lactoria diaphana,['Alepisaurus ferox']
Lagocephalus laevigatus,"['Coryphaena hippurus', 'Anous stolidus', 'Sterna fuscata']"
Lagocephalus lagocephalus,"['Thunnus albacares', 'Makaira mazara']"
Lagodon rhomboides,"['Carcharhinus leucas', 'Istiophorus albicans', 'Lobotes surinamensis']"
Lampadena luminosa,"['Lagenodelphis hosei', 'Stenella attenuata', 'Stenella longirostris', 'Merluccius albidus']"
Lampanyctodes hectoris,"['Malacocephalus laevis', 'Chelidonichthys queketti', 'Arctocephalus pusillus pusillus', 'Brama brama', 'Trachurus declivis', 'Deania calcea', 'Cyttus traversi', 'Micromesistius australis', 'Caelorinchus fasciatus', 'Lepidorhynchus denticulatus', 'Macruronus novaezelandiae', 'Paranotothenia microlepidota', 'Genypterus blacodes', 'Deania profundorum', 'Squalus acanthias', 'Lepidopus caudatus', 'Chelidonichthys capensis', 'Merluccius capensis', 'Merluccius paradoxus', 'Apogonops anomalus', 'Centriscops humerosus', 'Epigonus lenimen', 'Neocyttus rhomboidalis', 'Helicolenus dactylopterus', 'Helicolenus percoides']"
Lampanyctus alatus,"['Lagenodelphis hosei', 'Stenella longirostris', 'Pseudopentaceros wheeleri', 'Astronesthes similus']"
Lampanyctus australis,"['Trachurus capensis', 'unidentified', 'Lepidorhynchus denticulatus', 'Macruronus novaezelandiae', 'Genypterus capensis', 'Pterodroma incerta']"
Lampanyctus crocodilus,"['Etmopterus spinax', 'Galeus melastomus']"
Lampanyctus festivus,"['Beryx decadactylus', 'Beryx splendens', 'Stenella attenuata', 'Phycis phycis']"
Lampanyctus jordani,['Bathyraja matsubarai']
Lampanyctus macdonaldi,['Hoplostethus atlanticus']
Lampanyctus nobilis,"['Lagenodelphis hosei', 'Stenella longirostris']"
Lampanyctus omostigma,['Stenella attenuata']
Lampanyctus parvicauda,['Stenella attenuata']
Lampanyctus pusillus,"['Beryx decadactylus', 'Beryx splendens', 'Phycis phycis']"
Lampanyctus simulator,['Lagenodelphis hosei']
Lampetra ayresii,"['Ophiodon elongatus', 'Brandt’s cormorant', 'rockfish']"
Lampetra fluviatilis,"['Mergus merganser', 'Sterna sp.', 'Perca fluviatilis', 'Larus argentatus', 'Larus canus', 'Larus fuscus', 'Lota lota']"
Lampetra planeri,"['unidentified herons', 'gulls', 'Anguilla anguilla', 'Salmo trutta fario', 'Nemacheilus barbatulus', 'Cottus gobio', 'Phoxinus phoxinus', 'Gasterosteus aculeatus']"
Lampetra richardsoni,"['Corvus corax', 'Cottus rhotheus', 'unidentified salmon']"
Lampichthys procerus,"['Deania calcea', 'Macruronus novaezelandiae', 'Arctocephalus gazella', 'Arctocephalus tropicalis', 'Aptenodytes patagonicus']"
Lamprichthys tanganicanus,"['Perissodus microlepis', 'Plecodus straeleni']"
Lamprologus callipterus,"['Perissodus microlepis', 'Plecodus straeleni']"
Lamprologus lemairii,['Plecodus straeleni']
Larimichthys polyactis,"['Paralichthys olivaceus', 'Larimichthys polyactis']"
Lates angustifrons,['Plecodus straeleni']
Lates calcarifer,"['Acrochordus arafurae', 'Pelecanus conspicillatus', 'Lates calcarifer']"
Lates mariae,['Plecodus straeleni']
Lates microlepis,['Perissodus microlepis']
Lates stappersii,['Lates microlepis']
Latimeria chalumnae,['Centrophorus granulosus']
Leiognathus brevirostris,"['Saurida elongata', 'Euthynnus affinis']"
Leiognathus equulus,['Pomatomus saltator']
Leiopotherapon unicolor,['Scleropages jardinii']
Leiostomus xanthurus,"['Carcharhinus obscurus', 'Odontaspis taurus', 'Pomatomus saltatrix', 'Cynoscion regalis', 'Sarda sarda', 'Squatina dumeril', 'Mustelus canis', 'Carcharhinus plumbeus', 'Morone saxatilis']"
Lepidiolamprologus attenuatus,"['Perissodus microlepis', 'Plecodus straeleni']"
Lepidiolamprologus elongatus,"['Perissodus microlepis', 'Plecodus straeleni']"
Lepidiolamprologus profundicola,['Plecodus straeleni']
Lepidocephalichthys thermalis,['Mystus montanus']
Lepidocybium flavobrunneum,['Thunnus albacares']
Lepidonotothen squamifrons,"['Cygnodraco mawsoni', 'Lepidonotothen squamifrons', 'Diomedea melanophrys', 'Pleuragramma antarticum', 'Arctocephalus gazella']"
Lepidophanes guentheri,['Astronesthes similus']
